trade_date,open,close,high,low,volume,turnover,pct_change,stock_code,momentum_5d,momentum_20d,volatility_5d,volatility_20d,liquidity_20d,reverse_5d,composite_score
2020-01-30,15.382140338243364,15.11849056856786,15.164258021097542,14.996161680766926,4967535,9.206162361249534,-0.7945657303138237,5,-0.0568308697430149,-0.4384431666512273,1.0117747635782657,-1.3058499072879675,1.9944601818591745,1.31375409541912,0.9226552964597962
2020-01-30,26.230089536367533,26.316336566542024,27.04358610939944,25.7997562329181,8892134,6.451855031693069,-0.3763755486368311,21,-0.0312508036500426,0.16505134546810427,0.5991301392651699,-1.3235737543342825,1.7002453792800267,0.7414300429005312,0.8767082432334525
2020-01-30,16.018568805900866,15.79440971321423,15.986444157394835,15.69300229716982,9483856,9.07740668975438,-1.4479025292776042,6,-0.067389356130817,0.8915509641922038,1.186803616888841,0.6985247753817754,1.2318752131074235,1.5499878758935743,0.8391317395708631
2020-01-30,38.30619496408203,38.39070980530812,38.46559151614449,37.80276339533485,4644319,5.236972445682939,2.7813248719996,89,-0.0200615805242374,0.39790896415563337,2.4829301432256865,-1.1526848177988016,1.3574214878485087,0.4910842658169097,0.768719230121225
2020-01-30,31.181029976360936,31.379423947563065,31.496137507074632,30.67184762252085,6791165,1.1845645196763657,0.3221974912821223,44,-0.0013426104402807,1.1684502936073304,1.7130318650388252,-1.027981372738744,0.9218601522957657,0.07226920965223334,0.7621841559847711
2020-01-30,27.992608013503727,28.10807153366013,28.209498721650128,27.46425043670668,2459434,9.819247754554713,-4.519309563899669,47,-0.0587284801189678,0.6390924275065218,1.9346665492556483,0.8926253583690456,0.9968074395245313,1.3562109075524187,0.6194274167487793
2020-01-30,38.22949808739552,37.78484719901514,38.87896540506368,37.64423576127232,9083339,5.982710614073183,-4.054938483918769,67,-0.0163860972507926,0.1640070513739753,2.1801334361822327,-0.28743159915111105,1.8813824431890238,0.40884962754910104,0.6056198121449499
2020-01-30,30.900240789667127,31.45554972883284,31.949635292231545,30.56011249648961,9750487,2.172296577770361,0.4009995264521463,20,-0.0018805384915541,0.5746782380588633,2.293039243939757,-1.0043149486813203,0.9657592992779458,0.08430472047340364,0.5917097371515333
2020-01-30,8.427968643431067,8.444037008682804,8.551229916403448,8.240873664247385,1557668,1.3078083082684036,1.2878782193929472,3,-0.0044164300102967,0.504701828496293,1.0588099244868363,-1.2696019830380798,0.6794124284167774,0.14104232644671338,0.5835261287738733
2020-01-30,13.624633693431647,13.506174544890076,13.69193885186428,13.498252727263225,4711315,4.073399445099657,-1.381336671451761,2,-0.0513198490981776,0.5564514727345451,1.6418973492457665,0.17683387015986696,0.3861340262395734,1.190451455875377,0.5659309097989178
2020-01-31,15.02876450509698,15.118530831734514,15.14349427486633,15.068296207479118,5100943,9.241940673480451,0.0002663173712413,5,-0.0568159143969443,-0.32261069501082956,1.0122285659837706,-1.3520355566383782,2.3715507192889222,1.3134194870471623,1.0419598927963598
2020-01-31,25.937946085651863,26.089931494818025,26.469396414583635,26.046361567556307,5436325,5.984753807993193,-0.860321386875104,21,-0.0378371007934984,-0.26475581293345873,0.5462817045587954,-1.787557828905121,1.421140323423998,0.8887907361268023,0.8289501074238269
2020-01-31,38.13457467244165,37.93672735290815,38.17083303397487,36.91040858883872,7107478,6.1201223364384605,0.4019604819176501,67,-0.0284030737822522,0.11210560615486433,1.9616286950349575,-0.30812188924665307,1.8311594637610142,0.6777154186893062,0.6648025780547846
2020-01-31,32.46225952344268,32.11253293836876,32.38034716001306,31.20375105759313,4823259,2.469758538462697,2.336272941245709,44,0.0139894753016021,1.3598414552676779,2.0088222316693405,-0.880874403376031,0.8085149690942551,-0.2707682716999984,0.6645998295643609
