trade_date,stock_code,open,close,high,low,volume,turnover,pct_change
2020-01-02,1,21.48881365479167,21.37487428752948,21.65936045079247,20.76461590383269,3128631,4.102652103214265,-2.1937602360938406
2020-01-03,1,21.474824533858538,21.517616631970817,22.110694200563845,21.23568583240644,7332212,8.397993209108716,0.6678043693787666
2020-01-06,1,21.67109154210767,21.644157987961457,21.93010386567096,21.415480297734977,6523959,8.502092295124374,0.5880825844002753
2020-01-07,1,22.305183605343423,22.08808628482989,22.45173119131324,21.564290261889084,7084297,4.045790985602721,2.051030569613053
2020-01-08,1,22.122820238137837,21.83810298380969,22.359784046268835,21.278024807956093,4124733,6.503892463763796,-1.13175626804703
2020-01-09,1,21.785229359144623,21.61528016804196,21.99337530871344,21.553275311135305,4959221,1.406030221594057,-1.0203396143562955
2020-01-10,1,21.737332135757374,21.374753904787607,21.990486654550978,21.35475767811256,9902630,1.4849465169756266,-1.112760331508283
2020-01-13,1,21.25501992621585,20.9861254660694,21.40186218373672,20.98102134066556,3901250,0.9622478047862764,-1.8181656754942093
2020-01-14,1,19.945109047213137,19.89587567637635,20.207868545766217,19.77038946801042,9440854,6.01964338706354,-5.195098025387203
2020-01-15,1,20.41905787652467,20.28001318003058,20.294366542556705,20.075287706005145,119675,4.547674287447922,1.9307393647938065
2020-01-16,1,20.968819654707016,20.61724752403387,20.873148530781357,20.212570283893147,8562605,5.706307388310281,1.6628901619026546
2020-01-17,1,20.090381061569893,19.995070125515475,20.174574919357173,19.498031659979866,9456169,5.4501953098296845,-3.017751995231722
2020-01-20,1,20.08752789864529,19.829892425150035,20.27493807265565,19.28198095606872,586799,3.8269284153619374,-0.8260921283524689
2020-01-21,1,19.688989335078222,19.5414044385622,19.66350558713317,19.361602492281214,6910805,6.935997440822993,-1.4548136742383448
2020-01-22,1,19.312417838289395,19.27238034612336,19.39103273343324,19.14791357945502,2338057,7.705767868705712,-1.3766876034148148
2020-01-23,1,18.262891356391886,18.45345039862073,18.558368806539985,18.35737453113222,4564344,0.6389684593379192,-4.249241312152479
2020-01-24,1,18.17271399236191,18.22666673436853,18.295353351897493,18.1795134379999,666088,2.468801847804344,-1.2289499218485016
2020-01-27,1,18.795218418849387,18.45002376940339,18.62216636770876,18.38356469725715,6658947,7.2757407467916995,1.2254409338252166
2020-01-28,1,19.522437084057792,19.400011076737226,19.91561804173709,19.399860497105458,758003,4.172891640021424,5.148976062075586
2020-01-29,1,19.60917341794778,19.55879357988584,20.013493560756096,19.11523770081289,905113,6.793597495945278,0.8184660437592022
2020-01-30,1,19.95212436665955,19.612470406441737,20.045073188075254,19.47320673467932,9422004,3.796145267478305,0.2744383304453591
2020-01-31,1,19.48336392874377,19.41617481417941,19.880611738307785,19.17529358216525,5128035,4.212173947131552,-1.0008713241849063
2020-02-03,1,19.20892679369493,19.188906992892854,19.344002037509853,18.763630039576,4134464,2.0074493000520066,-1.1705077002118234
2020-02-04,1,19.76113722960201,19.55827035713926,20.078975092557283,19.547653339177145,2192101,2.95319468682852,1.9248796420932777
2020-02-05,1,19.84537346603917,19.677980271842515,19.75903586506133,19.617705499443414,6095134,6.251411696322079,0.6120680025243643
2020-02-06,1,19.195230920714884,19.433753025310036,19.629846818833304,18.9256666873635,9944689,4.61504955749408,-1.241119480549279
2020-02-07,1,19.02067676697423,19.04253129014185,19.377726372587876,18.48619898300335,8603967,7.855875487973654,-2.0131043893511955
2020-02-10,1,18.96576583433196,18.986639409392414,19.04525406356465,18.809112866474724,6308714,8.599557071914257,-0.2935107727950419
2020-02-11,1,18.69816650161424,18.78969145301901,19.20125908148463,18.56654355283442,6862126,5.645640973059218,-1.0372976076849736
2020-02-12,1,18.806251053953712,18.79325102390712,19.01157938966424,18.75706403127036,6442057,7.703539274532562,0.0189442753597474
2020-02-13,1,18.647606977347667,18.71264659968603,19.152995780025677,18.28263294892815,3641483,3.4155928753484157,-0.4289009076639131
2020-02-14,1,18.637113794808663,18.863975366020608,19.14291486769874,18.34581287014839,1612760,4.442226546300743,0.8086978265122465
2020-02-17,1,18.327859659569143,18.392331042628044,18.492132166540305,17.983588338250993,9951044,7.271387924059894,-2.500238227845284
2020-02-18,1,18.477894636761903,18.799534406381937,19.213929804974047,18.246223299061285,3657689,4.169013931761791,2.2139845287153426
2020-02-19,1,19.90996744989873,19.849794099031147,19.999944267232696,19.27567418768265,1963236,6.090796884010394,5.586626083104881
2020-02-20,1,20.617205583179683,20.32961909236942,20.628958686511133,20.277691841139838,7963426,2.261041401283859,2.417279448564635
2020-02-21,1,20.60867072714321,20.424614651784573,20.47089678926216,20.027570303690204,550930,6.197827492219731,0.4672766321077249
2020-02-24,1,20.67483308943056,20.79093462488976,21.17631538145316,20.42343967864232,7502324,8.68438021865549,1.7935220778972214
2020-02-25,1,20.04099585236501,20.37757535738837,20.7846323616396,19.777479189910423,8046232,8.752076578322544,-1.9881706857302155
2020-02-26,1,19.503250740095616,19.738414687010287,19.96264754464185,19.306452378766984,3598408,7.381271860130627,-3.1365884270737747
2020-02-27,1,20.086251436862973,20.049768604835908,20.62384728173456,19.93231263962027,5503252,7.584657101223198,1.577400833667364
2020-02-28,1,19.60751182381758,19.839991219558076,20.36029633135652,19.61113154003648,191006,5.800310728931657,-1.0462833233259194
2020-03-02,1,19.34554919742348,19.31158158437953,19.72172534691653,19.16893500408624,4251785,6.054346856575336,-2.663356194722692
2020-03-03,1,18.773522222990977,18.977262857319637,19.38355774750981,18.66255175297351,788725,1.7696805233999209,-1.731182532094213
2020-03-04,1,18.812815659757756,18.553860270979012,18.69435105551478,18.169644643916044,9277376,4.71666229000236,-2.231104609363133
2020-03-05,1,18.53284164315916,18.6093099231536,18.975996269080778,18.32057350528222,306487,4.782374696920456,0.2988577652560438
2020-03-06,1,18.63988373373244,18.831550786133484,18.94352672663086,18.44912213951588,6489308,9.605729438843532,1.1942455894260784
2020-03-09,1,19.41106498281468,19.171553855412206,19.25437682229416,19.078938626640475,3737820,4.59532519492125,1.8054969191867147
2020-03-10,1,19.39750741007968,19.52022013019516,20.105515129432067,19.108933219949662,3384321,5.718755126576197,1.8186646602175232
2020-03-11,1,19.51280519028426,19.82083066023481,20.190910898576885,19.618517642223782,7118523,5.565888293151474,1.5399955944894717
2020-03-12,1,19.80026134767639,19.74465290890609,19.99994408751301,19.233453314664672,778841,6.549236311921108,-0.3843317802091485
2020-03-13,1,19.568003744526468,19.504369409568223,19.67298342872004,19.32114526214699,5520712,7.608211897653011,-1.2169547899699202
2020-03-16,1,19.084407225084767,18.9219091426793,19.2647289756108,18.87269309328685,3552501,2.6378978236232853,-2.986306579094965
2020-03-17,1,19.14272907018947,19.34373411871855,19.372513827829263,19.11659021713156,8533840,5.522881981435139,2.229293951569641
2020-03-18,1,19.237411889703942,19.280777180989865,19.33554287342581,19.02618727064086,2545840,8.346218219502289,-0.3254642425413102
2020-03-19,1,18.9617938643324,19.1283112314726,19.147166025685102,19.105998975357576,5551973,4.899589781456359,-0.790766617372601
2020-03-20,1,19.257082318801626,19.585369352967845,19.878662119597102,19.366442070378028,1479904,3.145346690548944,2.389432689401402
2020-03-23,1,19.529243396158297,19.239410278773583,19.586069799426085,18.8120358886236,7453172,6.719736215884841,-1.7664158789113562
2020-03-24,1,19.74552787298369,19.56640153324552,19.60307665619837,19.1510406925678,1537188,8.325790260091669,1.699590838460857
2020-03-25,1,19.531969849876624,19.688324236206206,20.11431527110232,19.51426368504594,1756321,1.0998327828102177,0.6231227686579415
2020-03-26,1,19.362226696158,19.2855681112599,19.418867106585683,19.132500443612724,638645,7.879509592368658,-2.045659753030964
2020-03-27,1,19.03194376026174,19.26211541593668,19.658068300507164,18.85963133680924,5454552,8.305655363136825,-0.1216074900563708
2020-03-30,1,19.949333128034134,19.642720768215494,20.221334708560143,19.25694400499078,4625121,4.884467812091764,1.975927067511575
2020-03-31,1,19.65369002711106,19.961166775281296,20.37502516122692,19.955811099662927,5932801,9.84140373977544,1.6211909277918837
2020-04-01,1,20.1560403363625,20.564167375779384,21.109031268742783,20.01013943332469,7011855,7.973729236719437,3.0208685057669475
2020-04-02,1,20.711088488192985,20.70942494337894,21.298524317583528,20.33954117043332,6650091,7.849794366508824,0.7063625039866395
2020-04-03,1,22.18593033483376,22.112404093888344,22.43530117011705,21.490457922406843,7890574,7.604466456914682,6.774592507253345
2020-04-06,1,21.78057653809305,21.71199674699753,22.16946307705241,21.595454366329683,3466823,1.930776980573603,-1.810781610134752
2020-04-07,1,21.161476788276477,21.545405637476865,22.09608633223243,20.95873232512293,7470683,2.5636934213036024,-0.7672767800304024
2020-04-08,1,21.36552936930268,21.52564243010014,21.755929508477767,21.31512639771134,2267354,4.907906248912038,-0.0917281749494922
2020-04-09,1,20.92063945819295,20.92130982144559,21.085373048833222,20.32912174320281,9585961,3.0080413246149256,-2.807500917182806
2020-04-10,1,21.12159428338648,21.363792016644386,21.97048006760705,21.15412030869858,6539522,4.444789237173384,2.114983234678842
2020-04-13,1,22.080536565838703,21.756258758449604,22.23030816518536,21.65381089450489,5147999,8.940409044267746,1.8370649812516853
2020-04-14,1,21.411490534148065,21.771053158458823,21.914534500569488,21.3784045036071,4485010,8.331105472853057,0.0680006621242995
2020-04-15,1,21.53401626217506,21.54488829397274,21.835151839869297,21.236016354443155,4918750,6.485378845559831,-1.0388329073470104
2020-04-16,1,21.06721485250621,20.907136387657605,21.406682160815155,20.53177493248228,5091536,8.652143745385484,-2.960107741628672
2020-04-17,1,20.387227136280973,20.58338589811026,20.921198157689723,20.151436603476345,9312863,7.945837695663868,-1.5485166573958402
2020-04-20,1,20.99956684112647,20.89572284089253,21.303159407986463,20.77239423729788,3571750,4.57535685248846,1.5174225675424535
2020-04-21,1,21.08755025587377,20.813326232432487,21.28397893721642,20.35876479455324,4575156,2.410118944474479,-0.3943228434232531
2020-04-22,1,20.386197972784927,20.64187904092634,21.027062194058534,20.470309991288957,2865331,5.384909880088722,-0.8237375880794456
2020-04-23,1,21.203135212400213,20.855088320730808,21.19299037949744,20.3584434200892,8170297,7.494174384021226,1.0328966630496104
2020-04-24,1,21.390153592655743,21.344426546002808,21.824429156931284,20.86408332955174,9076766,4.6459861879311335,2.346373305864056
2020-04-27,1,21.288246130328243,21.4605901168997,21.929008079528234,21.03339206640246,2730723,6.834333142947024,0.5442337401125587
2020-04-28,1,21.54227690150366,21.60202094082674,22.01021644419092,21.335769364658404,965139,1.3961105497649144,0.6590257917263433
2020-04-29,1,22.03441880505754,22.201201437846372,22.44083415509728,21.83782703807641,7643159,7.6060449955283325,2.773724267099553
2020-04-30,1,22.4864830758068,22.285811679121103,22.557127235037665,22.11542203591239,5484935,8.220779388984088,0.3811065879096654
2020-05-01,1,22.417219907392248,22.15464249661338,22.799634070077165,21.631948437352435,3001717,7.214959629915141,-0.5885770928891554
2020-05-04,1,22.75865089368814,22.459545986748576,22.53527009718553,21.79295044933786,6385939,9.689004081500473,1.3762510055479502
2020-05-05,1,22.785304302165,22.351007902749178,22.53104856857253,22.20118293133101,6916525,8.353194545876084,-0.4832603653851088
2020-05-06,1,22.451869935920527,22.19328769178149,22.52112810884033,22.07454206248488,2311738,9.079390414827111,-0.7056514482655225
2020-05-07,1,22.857634013289363,22.76531241157805,23.33676479285121,22.122975574094337,5792796,9.368925292847656,2.577467240279112
2020-05-08,1,22.493617086387538,22.63921413008673,22.750378782058576,22.37495169241887,8778376,8.112805922801181,-0.5539053416512402
2020-05-11,1,21.482035719073703,21.443783912448424,21.621952561986987,21.04377593150286,6922567,6.905458999061741,-5.280352095126941
2020-05-12,1,21.20191353939877,21.598401290154644,21.6410353795182,21.46485555975205,2739929,0.5543265229274983,0.7210358877775326
2020-05-13,1,21.64393387375172,21.434030349779903,21.887993638350828,21.353276282074606,3233211,4.925344655619685,-0.7610329031605865
2020-05-14,1,21.27043162230046,21.31651319574851,21.468847032988545,21.22123079061301,7540449,5.92604183691243,-0.5482737129398841
2020-05-15,1,21.102921240403624,21.516008613334943,21.7668904918316,21.372198353344537,1826199,3.3882875882559964,0.935872653067019
2020-05-18,1,21.075617442323733,21.45100405723055,21.736539303443525,20.980617149024283,5171915,3.5219922455829846,-0.3021218167021307
2020-05-19,1,21.4526500891092,21.549652432776096,22.125877598400365,21.428041048772844,543945,9.63101444924657,0.45987766018951
2020-05-20,1,20.75353499206029,20.684513650106314,20.939758660258075,20.395020525110773,7482003,8.971253219426085,-4.01462986639147
2020-05-21,1,20.2715183437473,20.300585575650008,20.38903016398546,19.72369771360292,6410114,8.56720055226619,-1.8561136169345245
2020-05-22,1,20.97624314986985,20.8766994416994,21.205078403115,20.53657970942526,121253,4.357112116208051,2.837917477318588
2020-05-25,1,20.85876239528328,20.87521686012808,21.47827556909261,20.83899287935887,3703110,0.6301362288846881,-0.0071016090232804
2020-05-26,1,20.3133293385065,20.182783987176663,20.550727627939796,20.1148846715626,2376787,1.2621113413292837,-3.317009243980446
2020-05-27,1,19.533948501490773,19.75590525569711,20.338736398409583,19.223837801418828,7790840,3.4658654980672345,-2.115063668871315
2020-05-28,1,19.06967968295639,19.369643256905743,19.858401712353405,19.220958012405504,6601553,0.6495576734589313,-1.955172358806381
2020-05-29,1,19.489993917996195,19.41510291186598,19.436051277611572,19.3019863670568,9438770,0.662922928194382,0.2346953650993336
2020-06-01,1,19.241153493542853,19.252944368690176,19.63322829215505,18.832106688342733,1374634,9.207731365602903,-0.8352185610960264
2020-06-02,1,18.645223002189223,19.00489624804809,19.16839549070902,18.70363551930539,2855063,7.208505770131014,-1.2883646048729558
2020-06-03,1,18.921202691728617,19.01209427816682,19.331278930741885,18.847252543034237,1328807,3.43508190564745,0.0378746088628055
2020-06-04,1,18.89697298298844,19.19946002605449,19.360358330857125,18.876357010704886,8611383,1.760123487209055,0.985508198867054
2020-06-05,1,19.129719500488832,19.10575566185696,19.305718649976285,18.5972351031395,5263515,5.360539320003233,-0.488057289477781
2020-06-08,1,18.81312408219346,18.89188231460989,19.41509415437959,18.72518928735788,7701748,0.5507885281164624,-1.1194184152267992
2020-06-09,1,18.8231029257657,18.7382919838147,18.854456193863687,18.68861978286033,4563158,9.414930566652368,-0.8129964406797672
2020-06-10,1,19.101950800112107,18.87126676039286,19.366133150711576,18.67452515858613,8903208,4.440743634194998,0.7096419283732875
2020-06-11,1,18.72289941103745,18.874142684854263,18.891388635315977,18.746063176452804,6281422,4.322182074754661,0.0152397001108539
2020-06-12,1,19.52377598732066,19.169446327967368,19.22170791570982,18.80045127992576,2369070,4.210639272026931,1.564593677412808
2020-06-15,1,18.76108302999201,18.73437941981429,19.21473361499244,18.275311200217256,4513359,1.1586191386837652,-2.269585154988717
2020-06-16,1,18.536787118594575,18.44949091790266,18.798494050867298,18.251771595334397,7740167,6.564061278022352,-1.5206722119138882
2020-06-17,1,18.87574109783897,18.740306869157795,19.16040990507536,18.36237365249321,2931569,7.463534386469357,1.5762817117784975
2020-06-18,1,18.568416147933146,18.44539896440638,18.561282739061557,18.367968971368818,7422153,6.923191277088757,-1.5736556866993874
2020-06-19,1,18.96982789912346,18.96150702627016,19.26702437777612,18.46241819442033,9937371,1.8151371866292456,2.798031437865357
2020-06-22,1,19.44452756981575,19.50009168399327,19.931366957518552,19.168666390067838,2619507,5.99898159633813,2.840410611756376
2020-06-23,1,19.69110316151379,20.04895130844001,20.426261026080454,19.68610193952196,1356715,5.910102599636412,2.814651506983806
2020-06-24,1,19.32521582433148,19.701847496013983,19.98064761109444,19.665233890106595,8568865,8.74990248544313,-1.7312816370595383
2020-06-25,1,19.625914696878382,19.738057501267328,20.30638552823208,19.236593281222557,1626534,4.101712754568647,0.1837898971691428
2020-06-26,1,19.41911914396244,19.54919094438326,19.94574080898705,18.968490139922437,924143,4.029116464764625,-0.9568649644066533
2020-06-29,1,19.826530823813837,19.91599734373041,20.45836021952162,19.46076855739394,7446562,6.376007057822763,1.8763252166839055
2020-06-30,1,20.303737065025675,20.601746937418675,21.05278335947362,20.49066861780334,3902986,6.514190208245374,3.443209907356924
2020-07-01,1,21.16763214125168,20.967876822862447,21.43051008312277,20.470511539832927,471616,4.958209659595008,1.7771788312707586
2020-07-02,1,21.277537943584782,20.97800193621141,21.02836063874868,20.500256092729195,2060155,4.709063942139,0.0482886914802747
2020-07-03,1,21.196483003586334,20.830929655257982,21.055569122799785,20.287179151388493,9263766,5.194402871059886,-0.7010785936650854
2020-07-06,1,21.10115199765296,21.107600535505725,21.65114409197385,20.92740676706256,2810527,8.679930345281463,1.3281734652582124
2020-07-07,1,20.763189103898647,20.597694293314703,20.74142739063424,20.022508329385808,1868967,4.881085561912145,-2.4157470733506137
